ORDER_NO,CUSTOMER_NUMBER_ONLINE,ORDER_VALUE_ONLINE,DISCOUNT_VALUE_ONLINE,NUMBER_ITEMS_ONLINE,NUMBER_DISCOUNTED_ITEMS_ONLINE
24295603,66873015,"11843,71","2006,92",100,16
24361411,56113563,"16009,51","4427,8",122,48
24401853,67262835,"15215,65","5338,25",88,4
24404113,67049172,"8327,67",0,44,0
24404375,75719718,"33207,19","3911,66",326,94
24406470,61004340,"16424,78","1422,66",82,16
24410028,79368873,"5276,68",0,34,0
24412684,61706307,"8838,57","564,61",82,8
24420366,61012506,"7334,69","5357,9",74,28
24425622,55291518,"24238,93","4122,57",170,18
24429152,55616292,"24508,79","2786,37",188,42
24439494,58871031,"13562,43","1017,87",114,8
24448532,81960111,"20754,33","2509,96",118,8
24451315,61159335,"13943,64","1602,13",98,10
24474407,61012506,15851,"8724,6",102,36
24479334,59395554,"33025,1","6305,03",194,44
24479452,60233190,"21727,66","3125,66",166,30
24479880,66021975,"34984,86","2659,3",438,136
24491997,58085433,"1498,64","1033,59",18,8
24500646,88613364,"13169,43",0,94,0
24529532,67661316,"21508,89","1423,97",140,22
24538517,86814627,"8724,6","3280,24",78,18
24547901,78730299,"17280,21","1830,07",108,24
24553665,87200403,"7132,95","603,91",42,0
24598424,63508323,"9900,98","2001,68",90,18
24600526,85994961,"12634,95","1570,69",142,24
24612512,64781277,"26179,04","2190,32",202,38
24630690,66487854,"11318,4","1080,75",74,8
24636417,83445660,"13088,21","1803,87",100,22
24638072,54178359,"30841,33","4706,83",188,54
24641240,82907019,"21934,64","2086,83",106,16
24647980,83009334,"27515,24","1585,1",220,16
24662536,80958816,"29418,67","799,1",184,4
24668925,59008218,"14738,81","640,59",122,4
24674976,56334120,"29564,08","7232,51",176,68
24690489,64911717,"11159,89","231,87",106,6
24694350,54287043,"28988,99","1469,82",206,32
24695394,67472535,"24575,6","1895,57",192,42
24720608,58361331,"14882,91","668,1",84,8
24724203,80003565,"10766,89","3216,05",122,36
24761203,56740761,"20918,08",0,114,0
24766859,84664338,"9619,33",0,68,0
24768469,85576614,"19909,38","2005,61",108,16
24774294,54754614,"9366,5","2215,21",84,28
24792314,61727493,"22666,93","1840,55",166,12
24808385,60656709,"12613,99","1784,22",52,24
24814424,88295439,"11931,48","927,48",82,8
24830606,86920524,"10284,81","1159,35",74,30
24844593,68025498,"16390,72","448,02",122,6
24893238,56874111,"19120,76","1564,14",114,8
24894549,53969994,"39347,16","6039,1",186,18
24908344,58712895,"11508,35","799,1",54,8
24914456,57241263,"10701,39","2982,87",82,40
24917655,57689514,"27148,44","2812,57",146,38
24957423,77204355,"39034,07","2523,06",278,24
25018357,83659446,"18746,1","1266,77",152,18
25020085,84494031,"2088,14",0,18,0
25038828,80959023,"17265,8","865,91",82,10
25050510,58811940,"16833,5","3761,01",126,22
25067857,87262275,"13930,54","479,46",132,10
25073353,61523115,"10152,5","4878,44",80,40
25074205,65157384,"26910,02","273,79",232,0
25102722,83314737,"8835,95","2090,76",86,16
25103429,54474018,"26433,18","227,94",188,0
25128289,56156973,"17996,78","2254,51",140,28
25129852,57325428,"14763,7","606,53",118,8
25133728,65661018,15720,0,2,0
25141040,58067667,"23743,75","5365,76",148,54
25147397,57593277,"17167,55","5879,28",138,40
25159843,61462839,"24398,75","3271,07",120,14
25164013,66081843,"20527,7","1873,3",184,24
25164564,63780792,"9493,57","1027,04",84,0
25165142,60100422,"19748,25","2407,78",150,26
25166225,85893981,"8801,89","1984,65",64,12
25166680,60985239,"9187,03","3766,25",68,20
25174204,59782632,"15262,81","4613,82",76,20
25198455,82549902,"7664,81","345,84",58,8
25198934,59330163,"7933,36","2264,99",60,18
25205689,58416474,"12114,88","585,57",66,4
25228507,57176226,"26321,83","6439,96",158,64
25237513,60174636,"29007,33","5723,39",182,52
25243378,63048477,"26507,85","2034,43",190,36
25244238,54597072,"18773,61","3612,98",184,60
25254878,55059921,"14932,69","1182,93",112,16
25273185,83963613,"16623,9","32,75",124,0
25275893,56749356,"24913,58","3639,18",140,20
25276283,60822618,"13368,55","1756,71",98,10
25279902,89158512,"14770,25","133,62",78,0
25294040,57220266,"12754,16","1063,72",106,26
25306855,86730588,"10005,78","203,05",72,4
25310210,89014617,"10176,08","965,47",84,14
25310238,66051456,"17050,96","273,79",166,4
25385352,86408496,"19965,71","4622,99",98,0
25386423,77447568,"11471,67","4861,41",58,24
25410145,86476254,"10803,57","360,25",70,4
25411447,87012753,"12494,78","564,61",112,0
25417335,61634748,"10366,03","1382,05",72,12
25459307,54884493,"8311,95","818,75",50,4
25470097,64362981,"9915,39","1015,25",72,12
25472239,66017442,15720,0,2,0
25502660,63665463,"9314,1","906,52",78,16
25503270,67287606,"17622,12","305,23",144,0
25516834,68208021,"16728,7","5357,9",82,80
25520756,59831220,"20067,89","1655,84",144,26
25531077,60546864,"12803,94","1761,95",88,22
25549489,85761675,6157,0,70,0
25554750,75876030,"16799,44","2669,78",120,40
25556502,63293625,"49349,01","5893,69",96,0
25583032,57701139,"7541,67","3703,37",56,36
25600658,87047904,"11889,56","1307,38",94,20
25605650,58191579,"20356,09","1947,97",164,30
25606660,86996361,"25993,02","1338,82",142,16
25607401,61867635,"19312,02","1042,76",138,26
25611756,59579388,"4971,45","1845,79",22,12
25617863,59286849,"18210,31","6054,82",144,52
25618194,55652148,"10468,21","273,79",90,4
25627079,75936984,"11562,06","3822,58",94,40
25643592,75936984,"11359,01","2900,34",88,22
25657084,60612159,"10384,37","2033,12",104,30
25665391,64525947,5109,0,2,0
25670394,87430140,"11621,01","3508,18",90,24
25679501,83289078,"7824,63",0,76,0
25689419,86623767,"12044,14","2716,94",98,22
25716529,85343244,"9720,2","765,04",90,8
25745454,58574217,"29537,88","1486,85",198,26
25745689,60125550,"32904,58","1891,64",88,16
25751863,56368353,"12300,9","445,4",78,4
25755615,88247292,"20243,43","302,61",158,4
25759265,55159095,7074,0,2,0
25763738,57796002,"11863,36","2192,94",94,28
25769689,65670981,"12037,59","2692,05",98,28
25774272,64468380,"8209,77",0,6,0
25821076,63896838,"13037,12","4205,1",88,28
25835138,60300600,"20500,19","1116,12",146,20
25844017,89164623,"10262,54",0,76,0
25854342,87857709,"26357,2","3606,43",250,62
25866716,54987492,"9084,85","992,98",70,12
25866802,55537974,"6686,24","3247,49",14,0
25873149,54457305,"10138,09","166,37",58,6
25883588,87756642,"21341,21","1505,19",160,10
25901052,59487663,"17639,15","2432,67",116,8
25942234,83630121,"21084,45","2204,73",182,24
25969043,64888377,"15908,64","7016,36",98,36
25986506,83498877,"16082,87","303,92",116,12
26002639,59108643,"13038,43","1513,05",96,26
26009726,55507014,"9528,94","1837,93",108,24
26033757,58451661,"8429,85","127,07",72,0
26051604,83314737,"8364,35","2206,04",74,30
26053313,81817413,"16054,05","1256,29",144,8
26066751,58839711,"7262,64",0,36,0
26069822,63123924,"27198,22","561,99",212,4
26093990,65871243,"19504,59","2031,81",130,28
26124182,54986934,"21548,19","5232,14",140,72
26134731,58146729,"37665,12","4313,83",244,48
26143084,74544123,"11782,14",0,14,0
26162222,66943263,"33826,82","1881,16",250,44
26164473,67747695,"19978,81","4398,98",140,24
26164602,62483439,"26616,58","945,82",158,12
26167072,56749356,9432,0,2,0
26193309,63579540,"18729,07","1192,1",132,20
26200206,55967274,"26408,29","3023,48",184,50
26201965,62907219,"13851,94","10367,34",88,60
26224207,59002620,"19917,24","3481,98",96,16
26226815,60524790,"12627,09","2783,75",96,22
26246100,61727493,"14185,99","3365,39",136,44
26251130,66498573,"34362,61","1070,27",190,12
26255891,63362652,"12416,18","1912,6",94,16
26261804,63923859,"7037,32","1642,74",52,8
26268826,65077599,"11461,19","1984,65",128,32
26281210,85994961,"13282,09","1754,09",134,24
26316909,58840272,"13515,27","1030,97",102,14
26317672,88377867,"12294,35","65,5",98,0
26323731,62146941,"19418,13","4345,27",130,24
26339292,85885539,"14296,03","2420,88",112,24
26344501,65411898,"20944,28","890,8",146,12
26352076,56874111,"6684,93",0,14,0
26353610,86841771,"22414,1","3107,32",148,24
26355776,66017442,"15189,45","3058,85",126,28
26379540,74297424,"10730,21","79,91",70,0
26393775,53848659,"12137,15","385,14",80,8
26432792,75466194,"11996,98","1606,06",92,16
26441939,86969688,"15257,57","577,71",158,8
26458922,59097777,"10495,72","2013,47",108,32
26467216,78075246,"7460,45",0,10,0
26468854,59713266,"20454,34","4299,42",180,50
26469736,63044814,"20806,73","6176,65",168,32
26469907,83351973,"11492,63","2892,48",56,4
26481144,54376647,"10776,06","2185,08",102,12
26481534,65537928,"10593,97","514,83",76,8
26483755,53971647,"33618,53","4122,57",190,10
26503133,86817960,"7812,84","538,41",60,4
26511414,63602604,"56891,99","6016,83",224,24
26540814,61629030,"22116,73","6084,95",140,48
26556571,56071656,"21620,24","1471,13",142,6
26576117,79648686,"16435,26","373,35",108,4
26576283,81973797,"20069,2","61,57",114,6
26578731,54269130,"19889,73",0,148,0
26589945,59890227,"25765,08","4033,49",214,60
26597392,61072407,"11322,33","2682,88",108,42
26601273,66891576,"7143,43","1548,42",56,24
26613703,56439639,"12121,43","601,29",120,16
26636437,86850702,"6925,97","2241,41",58,38
26637301,61519929,"7556,08","5973,6",94,68
26637808,67696281,5109,0,2,0
26642026,67519335,"19888,42","761,11",164,16
26651655,54266505,"19283,2","1606,06",142,28
26664820,54142452,"12993,89","3432,2",92,46
26672655,88671522,"13681,64","560,68",102,4
26699092,57820974,9432,0,2,0
26715289,83926257,"30186,33","745,39",206,12
26719680,61990452,"17140,04",2751,80,0
26751031,76524696,"8306,71","2466,73",44,26
26766874,60068433,"10033,29","259,38",16,4
26779739,57143943,"20115,05","991,67",98,6
26785567,55537974,"8546,44","1958,45",86,32
26787809,60254067,"9709,72",0,34,0
26795921,55878249,"13992,11","537,1",94,12
26800321,63923859,"10165,6","296,06",80,4
26810860,54324969,"9214,54","3673,24",58,26
26816096,58928310,"20767,43","3050,99",162,44
26829983,67321077,"17306,41","1974,17",114,26
26840421,60399798,"14220,05","1705,62",110,12
26855260,58330284,"8322,43","2845,32",50,20
26855759,56492112,"29502,51","2630,48",204,36
26879885,83434689,"11724,5","47,16",96,4
26886041,65365434,"17463,61","4795,91",122,24
26888390,57689514,"26582,52","7841,66",192,58
26890215,54238005,"51286,5","605,22",308,20
26899854,75273681,"25150,69","340,6",234,8
26911884,75697695,"20781,84","3011,69",60,12
26912127,61877979,"17210,78","1655,84",122,12
26916658,54377250,"30515,14","2371,1",250,42
26928280,62317410,"22173,06","419,2",84,8
26936022,83020707,"21570,46","496,49",174,4
26963233,81960111,"20733,37","683,82",138,14
26973041,65963082,"18305,94","2616,07",138,30
26998974,86632350,"7616,34",0,50,0
27003831,54856128,"27779,86","2050,15",182,18
27004710,58700403,"15429,18",0,100,0
27005877,60253452,"35046,43","37,99",182,0
27008944,69591507,"14724,4","784,69",22,0
27017575,89014617,"10814,05","1535,32",82,12
27025576,77447568,"9692,69","2579,39",74,40
27031701,65291073,"12430,59","1907,36",60,10
27031923,53970765,"25856,78","3303,82",152,16
27043188,58332795,"21633,34","1699,07",144,16
27050618,59395554,"37303,56","4598,1",200,20
27054366,60373491,"10224,55","775,52",80,18
27066237,86203521,"25919,66",0,182,0
27084195,85506741,"19977,5","1139,7",142,16
27084219,54266190,"12697,83","420,51",104,4
27100987,85048299,"36735,02","535,79",300,8
27105161,65183643,"7768,3","861,98",4,0
27106110,88984413,"17043,1","493,87",150,4
27107735,64074297,"11745,46","766,35",80,0
27117000,61372992,"11677,34","121,83",84,0
27120237,76977036,"17578,89","259,38",118,0
27127945,54875211,"29269,33","2910,82",168,28
27156042,79357362,"8762,59","850,19",80,12
27163747,63800388,"10656,85",0,100,0
27169351,54383103,"24852,01","91,7",148,0
27185285,86920524,"10164,29","1493,4",64,24
27205534,62733366,"28309,1","5275,37",214,60
27224048,66997215,"10819,29","594,74",88,8
27226974,86927031,"15949,25","2538,78",112,12
27250010,76383816,"11476,91",0,68,0
27271646,77119758,"30178,47","5391,96",202,66
27274876,57892995,"13596,49","508,28",130,14
27279237,60300600,"16437,88","1493,4",140,20
27287632,63083169,"45504,16","1868,06",408,44
27301597,80275299,"11142,86","521,38",68,8
27310495,77669586,"16266,27","1053,24",110,18
27320828,83963613,"15427,87","558,06",132,0
27329897,80078799,"7241,68",0,46,10
27369082,61540830,"26687,32","800,41",110,0
27389476,67233804,"24588,7","86,46",178,0
27390569,87951975,"18067,52","482,08",164,8
27404391,66446133,"12611,37","4126,5",124,86
27409212,62449647,"15881,13","410,03",118,8
27432030,57465360,10349,"2242,72",48,8
27435691,63578949,"10774,75","728,36",78,18
27441302,77515656,"23952,04","3487,22",172,36
27445952,64432968,"15266,74",0,16,0
27456769,59907246,"15019,15","1609,99",96,4
27457220,76270296,"41162,82","3079,81",214,14
27466550,59004903,"31860,51","2368,48",148,12
27469664,80387838,"8158,68","846,26",54,14
27473482,75202650,"10899,2",0,56,0
27475985,86756193,"16072,39",0,72,0
27482631,67178649,"38282,13","2061,94",268,44
27489674,83020788,"10848,11","23,58",78,4
27489994,88482612,"36850,3","3421,72",226,46
27507618,76977102,"29615,17","3060,16",276,50
27524019,68073831,"28389,01","4396,36",158,28
27530149,58781733,"33263,52","1915,22",216,20
27531111,58689462,"21717,18","4709,45",134,14
27540465,67661316,"9510,6",0,74,0
27543153,89185653,"10871,69","170,3",70,4
27548250,61867635,"11398,31","82,53",94,0
27553265,61329699,"10460,35","632,73",92,20
27566893,56749356,"23217,13","3679,79",138,36
27577017,63889806,"10052,94","702,16",88,18
27604313,60327744,"24951,57","2373,72",136,26
27604545,86152851,"14535,76","41,92",110,0
27607415,55535325,"9354,71",0,82,0
27627251,60616005,"23002,29",3930,142,36
27628581,66504696,"37764,68","860,67",166,4
27639561,59912715,"24109,24","5249,17",212,64
27648012,74805669,"30397,24","1016,56",236,16
27654170,59681085,"10838,94","320,95",92,10
27685926,89302434,"10428,91",0,86,0
27699409,86505696,"42094,23","2385,51",244,36
27743812,57735147,"15820,87",131,116,0
27754088,54719055,"17831,72","561,99",116,4
27755803,65386320,"12141,08","93,01",78,0
27775388,54619689,"13211,35","4401,6",56,0
27783183,56695632,"18646,54","3943,1",112,20
27790383,61064763,"12699,14","1327,03",104,32
27819435,59969229,"28994,23","3848,78",230,56
27821624,57176226,"19513,76","6205,47",154,78
27821701,75187569,"30205,98","1860,2",218,18
27825599,85480638,"12625,78","1055,86",76,14
27842245,54357336,"33728,57","6644,32",130,18
27844823,65980185,"9895,74","470,29",76,4
27849499,61044000,"19036,92","1447,55",146,20
27853191,61116033,"17332,61","607,84",96,0
27864333,81060477,"20898,43","1168,52",146,16
27873080,78332682,"19319,88","4224,75",142,56
27884121,60180435,"18807,67","7224,65",120,52
27904316,75893763,"15667,6","428,37",32,0
27914112,55531902,"17367,98","767,66",136,18
27941356,61555968,"23518,43","483,39",94,4
27948083,82092687,"12674,25",0,14,0
27961085,65039649,"10512,75","162,44",66,4
27964525,86040033,"81121,75",0,804,0
27977223,84818364,"20563,07","556,75",134,0
27977714,59862567,"19668,34","6500,22",98,26
27977749,64608915,"13342,35","1723,96",68,0
27995040,89214810,7074,0,2,0
27995948,67053471,"14995,57","305,23",140,0
27998956,53975109,"31307,69","1641,43",238,28
28019541,82549902,"13677,71","3437,44",122,46
28020471,61636314,"8404,96","307,85",48,4
28036127,76277418,"7949,08","1055,86",58,8
28036547,82092687,"22051,23","1019,18",192,22
28041049,86916411,"11086,53","496,49",104,4
28050514,81215130,"8277,89","2213,9",120,36
28056602,66270237,"14492,53","2651,44",126,24
28093183,54537900,"53187,31","5431,26",418,30
28102966,58426233,"16133,96","715,26",154,12
28107719,86759391,"10273,02",0,42,0
28118920,54273411,"10021,5","8656,48",64,38
28131920,58208151,"12692,59","2782,44",162,50
28168616,63706365,262,0,8,0
28176349,88535520,"21951,67","2229,62",142,34
28189673,55636710,"14092,98","111,35",110,4
28197446,65411898,"19763,97","2216,52",166,38
28200897,87049662,"11509,66","2912,13",104,36
28208333,57176226,"16475,87",0,98,0
28219372,54303471,"16080,25","830,54",134,16
28230499,56355714,"7544,29",0,42,0
28253857,55238895,"7692,32",0,24,0
28260197,54503136,"16280,68","2688,12",108,24
28265591,63920886,"19488,87","1465,89",148,20
28273746,54171789,"15740,96","1375,5",80,4
28276291,81319491,"24802,23","6970,51",100,14
28301748,57685986,"31449,17","1109,57",280,26
28307531,55503849,"13211,35","438,85",112,12
28339866,59359665,"25394,35","1485,54",132,4
28341146,54732033,15851,"2259,75",126,20
28347663,68008863,"12099,16","1553,66",94,44
28366794,64151358,"9158,21","1898,19",82,26
28368545,55291518,"14201,71","1295,59",108,20
28370961,86727354,"22573,92","396,93",132,4
28376919,66589458,"20189,72","2347,52",158,28
28380156,64144557,"21249,51","964,16",144,6
28384926,54235995,"6556,55","20,96",56,0
28397857,63383667,"8708,88",0,4,0
28399810,60767517,"15530,05",0,118,0
28407004,58048794,"26213,1","1826,14",178,22
28416633,54790989,"13452,39","3023,48",174,32
28426476,56778231,"5219,04",0,32,0
28427922,87859200,"10679,12","639,28",94,8
28503536,62071410,"7954,32",0,64,0
28516895,60710298,"28406,04","1494,71",254,54
28521575,57267054,"26265,5","2639,65",196,20
28522778,57059829,"18002,02","1579,86",132,22
28588325,88313652,"19344,77","5103,76",178,70
28591351,86841771,"7748,65","973,33",64,18
28598141,57620541,"18629,51","234,49",140,16
28605193,63451053,"22693,13","2585,94",208,38
28612973,79540359,"13626,62","2169,36",136,38
28616279,63581694,"20565,69","1333,58",144,28
28626890,86341719,"7324,21","86,46",66,0
28676732,57670254,"24451,15","2333,11",222,22
28696002,81648726,"4498,54","1084,68",22,6
28701484,65386320,"13117,03","1443,62",100,26
28702754,82404303,"11579,09","103,49",78,0
28707303,64584402,"6625,98","313,09",56,4
28713247,62694579,"22501,87","975,95",152,12
28714889,63370044,"23612,75",5109,148,28
28731461,85852581,"11696,99","365,49",100,10
28744791,75975375,"16677,61","2496,86",82,42
28780381,86767920,"22028,96","649,76",122,8
28791904,88980699,15720,0,2,0
28794212,83044689,"22080,05",0,90,0
28798305,86996835,"8766,52","1625,71",120,32
28819765,59595948,"11403,55",0,72,0
28820229,86779008,"10170,84","237,11",86,0
28830327,78877653,"12228,85","1463,27",86,4
28832938,88602426,"10986,97","1066,34",116,20
28840376,62155008,"13504,79","3096,84",126,44
28843571,67472535,"16331,77","2711,7",128,30
28852765,75644811,"27685,54",0,236,0
28856166,77541156,"11999,6","2726,11",70,22
28860425,74840445,"8061,74","1461,96",82,24
28864429,54884493,"11376,04","2593,8",82,16
28866986,55652148,"12169,9","804,34",74,0
28872875,66369135,"9819,76","377,28",74,4
28876315,63999531,"5720,77",0,16,0
28881897,66510612,"11507,04","6310,27",98,60
28893682,87596367,"29404,26","1420,04",158,24
28893893,55584000,"23205,34","2778,51",200,34
28896756,74606277,"12041,52",0,66,0
28898059,55197804,"12680,8","4326,93",122,56
28901312,75273681,"6181,89",0,20,0
28920532,66244569,"19568,78","2545,33",154,36
28938638,61846728,"19504,59","766,35",122,10
28945051,61867635,"11010,55","2584,63",108,24
28957602,55021002,"22149,48","6891,91",100,12
28960303,54774333,"22566,06","2449,7",138,28
28960640,86556837,"10068,66","599,98",66,8
29014867,82102791,"14116,56","1706,93",130,20
29017055,86825778,"6776,63","548,89",16,0
29024540,56762799,"10624,1","1384,67",74,8
29024768,58571544,"16811,23","1505,19",132,14
29037107,77060760,"15907,33","2183,77",110,14
29038972,69591507,"10988,28",4716,24,0
29047756,86755668,"17028,69","542,34",132,8
29057803,88671522,"6442,58","235,8",46,4
29130398,68206419,"8604,08","64,19",58,0
29146911,55533849,"36309,27","1461,96",206,18
29161606,61567689,"15450,14","5754,83",130,68
29199077,86996835,"9653,39",0,64,0
29210916,55150962,"24211,42","6039,1",188,48
29213510,55537974,"16826,95","1499,95",116,14
29216495,63700884,"9146,42","4845,69",114,84
29264123,55879650,"23979,55","3102,08",198,30
29271430,55463280,"15613,89","4596,79",148,52
29276945,67868145,"13977,7","1087,3",148,16
29284760,86681415,"23810,56","968,09",160,14
29285722,71994672,"18164,46","91,7",108,0
29286465,64747278,"31591,96","1790,77",204,24
29305665,67894170,"15757,99","2280,71",112,20
29325956,58502337,"21694,91","6593,23",224,68
29329191,83787513,"15590,31",0,72,0
29334487,82839603,"16690,71",0,128,0
29338442,61266978,"16443,12","1154,11",86,16
29339798,67470402,"13791,68","1260,22",80,4
29341369,84078270,"13110,48",0,112,4
29341870,58095642,"20908,91","2106,48",152,16
29387985,67152699,"28441,41","2310,84",156,18
29395612,74717226,"62652,06","3413,86",552,58
29396069,55017399,"20703,24","1790,77",176,18
29404261,67049172,"12210,51","1961,07",98,26
29443728,63071952,"11128,45","1602,13",76,20
29444411,63268926,"23421,49","983,81",198,18
29446162,66190671,"24659,44","2148,4",178,28
29477421,67236252,"9006,25","1608,68",80,32
29487992,59359665,"21561,29","1317,86",116,12
29512042,61822095,"15492,06","2288,57",106,24
29521118,86871684,"17062,75","1608,68",96,4
29543357,65936274,"25336,71","2686,81",200,44
29549997,53825553,"8991,84","1959,76",48,0
29578524,66981729,"18881,03","2403,85",166,20
29582247,60345015,12052,"2284,64",102,28
29585131,55325688,"7590,14",0,76,0
29596276,54293781,"22123,28","2447,08",162,10
29610460,56419911,"48298,39","6281,45",188,32
29615498,61579782,"15744,89","658,93",152,8
29615644,56471472,"9083,54","2099,93",60,12
29628361,54469857,"21853,42","1579,86",154,20
29636645,53799891,"10316,25","5858,32",92,66
29640054,65424933,"28800,35","449,33",276,0
29640132,76506594,"15163,25","124,45",94,0
29670472,60079998,"18292,84","928,79",132,8
29688074,60164976,"11676,03","2318,7",80,22
29694794,64004028,"18015,12","915,69",122,6
29722544,58092825,"12494,78",0,66,0
29737771,55967274,"22145,55","1688,59",152,28
29739670,55320003,"27905,62","964,16",124,20
29752715,64942404,"8135,1",0,56,0
29752875,58128882,"17576,27","2413,02",122,36
29787107,57977379,"16394,65","153,27",154,4
29801839,67492920,"22894,87","728,36",112,4
29809175,83009334,"15089,89","755,87",130,16
29840296,54459141,"23088,75","4476,27",172,36
29857279,62435817,"3263,21","1438,38",12,12
29863967,67089846,"9282,66","438,85",50,8
29873579,61729071,15720,0,2,0
29874180,55878249,"19249,14","3653,59",122,14
29875013,61969323,"13304,36","305,23",92,6
29879791,75273681,"32146,09","1955,83",280,34
29888352,83320158,"10946,36","1091,23",76,18
29896180,66393561,"10887,41","951,06",74,16
29910185,86313480,"14408,69","313,09",76,0
29913873,64680276,5109,0,2,0
29923730,59843385,"26367,68","353,7",132,4
29924734,65003508,"34320,69",0,180,0
29930387,84633060,"20265,7","551,51",164,14
29931170,54235995,"15545,77","797,79",116,18
29940077,74683593,"8127,24","399,55",44,4
29951634,58095339,"27297,78","2110,41",206,36
29960814,89061852,"20759,57","4531,29",186,32
29963315,54212274,"27986,84","1485,54",218,8
29967057,66966780,"26189,52","2034,43",174,12
29977195,78023562,"27889,9","1637,5",240,34
29983822,86313480,"12369,02","784,69",74,0
29997317,55444386,"13455,01","2515,2",84,20
30002129,83643192,"13090,83","822,68",90,4
30014244,58479012,"9332,44","1822,21",70,32
30014247,62155008,"13143,23","415,27",108,4
30026191,75837102,"27258,48","2399,92",180,36
30035449,54266190,"7067,45",0,10,0
30039127,60032994,"11831,92","258,07",88,8
30046350,56762799,"12739,75",4061,86,14
30073836,55407387,"16054,05","1507,81",116,22
30086370,57119916,"7766,99","863,29",4,0
30112033,66535539,"31759,64","11467,74",146,72
30144529,58852380,"11508,35","1565,45",112,16
30150696,59073057,"22915,83",0,160,0
30170816,54276894,"23725,41","692,99",178,12
30172706,54224259,"8204,53","823,99",58,16
30177856,62278365,"13388,2","3184,61",124,28
30197641,59454690,"14383,8","2967,15",82,10
30211206,60418689,"35126,34","2414,33",202,16
30213676,59925207,"6987,54",0,48,0
30222962,67978983,"13371,17","480,77",110,4
30228008,58168461,"9428,07",0,8,0
30233686,58592157,"21955,6","1649,29",144,30
30237794,57752358,"26523,57","1032,28",196,14
30247965,67478355,"28818,69","5207,25",256,60
30254553,55543962,"31255,29","260,69",200,4
30257719,54419778,"9087,47","3175,44",70,36
30265719,60822387,"27280,75","6319,44",156,48
30282253,84922221,"10721,04","1815,66",92,20
30286983,57899424,"40042,77","4155,32",258,24
30287094,77541156,"9152,97","825,3",78,16
30305577,62538015,"21742,07","3254,04",174,24
30311186,87641265,"13903,03","3306,44",84,14
30331625,67699266,"9514,53","961,54",86,8
30342102,87859200,"22952,51",0,224,0
30342695,75084273,"16301,64","784,69",62,0
30355181,60371031,"18144,81","7739,48",154,88
30356471,54986934,"24358,14","2165,43",170,36
30385339,62544048,"34137,29","1877,23",206,0
30386101,62970093,"20984,89","1367,64",140,22
30403740,87174300,"18034,77","1155,42",104,4
30409525,55442193,"21557,36","598,67",126,8
30416614,61833750,"9133,32","1226,16",74,12
30426396,67951371,"14229,22",4716,86,26
30429228,58907292,"28761,05","1210,44",158,0
30435975,83643192,"17158,38","656,31",124,6
30444862,83549820,"12803,94","107,42",110,0
30452082,68175699,"19918,55","1988,58",122,28
30464506,55142121,"28043,17","4025,63",186,30
30469235,64781532,7074,0,2,0
30485370,54174357,"16870,18","2444,46",92,12
30526389,63736914,"16930,44","225,32",158,4
30536370,86461689,"24406,61","685,13",122,8
30536769,55593909,"15139,67","1963,69",116,32
30542099,85737036,"8241,21",0,62,0
30564962,85435329,"13669,85","1161,97",68,20
30579000,65699199,"17605,09","2251,89",164,26
30587612,64004028,"16836,12","1539,25",128,14
30589812,57520338,"19284,51","6019,45",142,48
30624134,75574497,"13135,37","1589,03",74,12
30624665,65867490,"12570,76","327,5",74,0
30647606,65841159,"18719,9","1805,18",134,24
30671974,56407323,"5406,37",0,46,0
30672423,57892995,"12581,24",0,106,0
30699506,54955164,"11345,91","2651,44",94,20
30728255,84801687,"11672,1","1963,69",80,4
30733491,61001082,"25742,81","260,69",220,8
30778004,53946555,"14492,53","1408,25",88,14
30780840,56874111,"17611,64","3039,2",96,20
30783251,61643796,"14822,65","360,25",104,4
30803357,76158270,"7398,88","1141,01",74,22
30806608,66609588,"9513,22","91,7",62,0
30810134,64781277,"10422,36",0,8,0
30819379,86546184,"7993,62",0,48,0
30832169,54313107,"14839,68","3675,86",74,8
30916242,61916391,"22872,6","854,12",164,18
30943809,87966315,"12781,67","898,66",86,10
30947641,58555839,"16807,3","1992,51",136,12
30950311,88400055,"24384,34","216,15",184,4
30953719,80327187,"15873,27","1822,21",134,20
30956718,54791751,"17623,43","2190,32",120,14
30963002,78075246,"7460,45",0,10,0
30965679,54783816,"26980,76","7590,14",238,118
30967404,54324969,"6606,33",0,28,0
30973777,59246646,"12422,73","2447,08",124,20
30973843,68196801,"15152,77","5951,33",80,44
30986810,61900863,"8703,64","1929,63",68,6
30996860,66860637,"14868,5","4727,79",88,58
31005125,57143943,"17805,52","4490,68",146,36
31021502,85019973,"14770,25","961,54",140,24
31024609,88400055,"42484,61","1046,69",332,22
31028619,66142311,"53158,49","1104,33",584,20
31032922,61924458,"21545,57","9759,5",186,84
31035643,80831913,"20308,93","674,65",148,0
31057693,57233418,"17057,51","378,59",122,8
31062186,85912842,"21434,22","986,43",200,20
31064879,55231920,14410,"835,78",130,0
31070665,57866325,"24848,08","323,57",162,4
31089463,89063976,"18950,46","390,38",158,8
31103697,67747695,"26203,93","2812,57",182,34
31118590,66604197,"30422,13","4510,33",138,4
31129277,86946318,"7784,02",0,60,0
31153928,88362378,"12114,88","965,47",100,8
31156110,60467703,"12252,43","1061,1",90,16
31188635,63637116,"14429,65","2544,02",100,26
31221799,61204047,"18736,93","4376,71",138,52
31225139,55874280,"10641,13","6312,89",90,56
