CUSTOMER_NO,LOYALTY PROGRAM,AGE,CUSTOMER_TYPE,GENDER
60265632,1,4,1,1
60267966,1,2,1,1
60267990,0,3,1,0
60269826,0,3,1,1
60270786,1,4,2,0
60272076,0,3,2,0
60272706,0,2,1,0
60274503,0,2,3,1
60275415,0,3,1,0
60275763,0,2,3,1
60277260,1,3,2,0
60279660,1,4,2,0
60280131,0,2,3,0
60281460,0,4,1,1
60283116,1,4,1,0
60287358,0,2,2,0
60289083,0,4,1,0
60290340,1,2,2,0
60291129,0,2,3,0
60292818,0,3,1,0
60294537,0,2,2,1
60300600,1,3,2,0
60301146,0,3,1,0
60303579,1,4,1,0
60304533,0,4,1,0
60305124,1,2,2,0
60309714,0,2,1,0
60310485,1,2,1,0
60314028,0,3,3,1
60314793,0,2,1,1
60315015,1,3,2,0
60316158,0,3,2,0
60320010,1,3,3,0
60322854,0,2,1,0
60327147,1,2,1,0
60327744,1,4,2,0
60329649,0,2,2,0
60331791,1,2,1,0
60333603,0,2,3,0
60334281,0,2,1,0
60334533,0,2,1,0
60336834,1,2,1,0
60336861,1,2,1,0
60340539,0,3,3,0
60341514,0,2,1,0
60343068,1,3,1,0
60343377,0,3,1,1
60343983,0,2,2,0
60344793,0,2,2,0
60345015,0,2,3,0
60346752,1,4,1,0
60351882,1,3,1,0
60354966,1,2,2,1
60359394,1,2,2,1
60361104,0,4,2,1
60362547,1,2,2,1
60367521,1,3,1,0
60367935,1,4,1,0
60371031,0,2,1,0
60373491,0,3,2,0
60374601,0,3,2,0
60378408,0,2,2,1
60381447,0,4,1,1
60383061,0,2,3,0
60385299,0,4,2,0
60388857,0,2,3,0
60389115,0,4,1,0
60389412,1,1,2,0
60392361,1,3,1,0
60398610,0,3,1,0
60399798,0,3,1,0
60400506,0,4,1,0
60400692,1,3,1,1
60402369,0,4,1,0
60402882,1,2,1,0
60403035,0,3,1,0
60403773,0,2,2,0
60404661,0,4,1,0
60410808,0,2,1,1
60413646,1,3,1,0
60414231,0,2,2,0
60418689,1,3,1,1
60421902,0,2,3,0
60424278,0,4,1,0
60427011,1,4,1,0
60429366,1,2,1,0
60433353,0,2,1,0
60433371,0,3,3,0
60435864,0,2,3,0
60442902,0,2,1,1
60444747,1,3,2,0
60446040,0,2,2,0
60447324,0,3,3,0
60451479,0,2,1,0
60453720,0,3,3,0
60455802,1,3,2,0
60458409,0,3,1,0
60460230,0,2,1,0
60461262,0,4,1,1
60463893,0,3,2,0
60465051,1,4,1,1
60467196,1,3,1,0
60467703,0,2,0,0
60468396,1,3,1,1
60471561,0,3,1,1
60479475,0,3,2,0
60481338,0,4,1,0
60482412,1,3,1,0
60487713,0,2,2,1
60488745,1,2,3,0
60489549,0,2,0,0
60492126,1,4,1,0
60492798,0,3,2,0
60497673,0,2,1,0
60498456,0,2,2,0
60501120,1,3,1,0
60510387,1,4,1,1
60510819,0,3,1,0
60515391,0,2,1,0
60515430,0,2,2,1
60518328,0,3,1,0
60520209,1,4,2,1
60524034,0,1,3,1
60524688,0,2,2,1
60524790,0,2,3,1
60528591,1,4,1,0
60533937,0,3,2,0
60541746,0,2,2,1
60542763,0,2,1,0
60545358,0,3,1,0
60546864,0,2,3,1
60556308,0,3,2,0
60556950,1,3,1,0
60558279,1,4,2,0
60561456,1,2,2,1
60562494,0,3,3,0
60564789,0,3,1,0
60568092,0,2,1,0
60569592,0,2,2,0
60571341,0,2,1,0
60575055,0,3,1,1
60579555,1,4,1,0
60581031,0,3,1,0
60581385,0,4,1,0
60582357,0,3,1,1
60583431,0,4,1,0
60586098,0,4,1,0
60586155,0,4,1,0
60589353,0,2,2,0
60590712,1,4,1,1
60591156,0,3,1,0
60596304,0,3,1,0
60598953,1,4,1,1
60601161,0,4,1,1
60605820,0,2,4,0
60606684,0,2,1,0
60608571,1,3,1,0
60609195,1,3,2,1
60612159,0,2,1,0
60615066,1,4,1,1
60616005,1,3,1,0
60619104,1,3,1,0
60619143,1,3,2,0
60619830,1,3,1,0
60623145,0,3,3,1
60630048,1,2,2,0
60631083,0,2,1,0
60631140,0,4,1,1
60631728,0,2,3,1
60633696,1,3,1,0
60636444,0,3,1,0
60637392,1,2,1,0
60637761,0,3,1,0
60642522,1,3,3,1
60643230,0,2,1,0
60645210,0,2,3,0
60646092,0,2,2,0
60652107,1,3,1,1
60652995,1,3,2,1
60656709,0,3,2,1
60657702,0,3,2,1
60659739,1,2,1,0
60660021,0,4,1,0
60662286,1,2,1,0
60665034,1,3,2,0
60666072,1,4,1,1
60666321,0,4,1,0
60667461,1,4,2,0
60671721,0,3,1,0
60673464,1,4,2,0
60674829,1,4,1,0
60676074,0,2,2,0
60677151,0,3,1,0
60677571,1,3,2,1
60679356,1,4,2,0
60681831,0,2,2,0
60682989,0,2,2,0
60684804,0,3,2,1
60685269,0,4,1,0
60685728,0,2,2,1
60686505,0,3,1,0
60687150,1,3,2,0
60692028,1,3,2,1
60693390,1,4,1,1
60694353,1,4,1,0
60696129,0,2,1,0
60696411,0,3,3,0
60702825,0,3,1,1
60702900,0,3,1,1
60707043,0,4,1,0
60708696,1,3,1,1
60711276,1,2,2,0
60711951,0,3,2,0
60714489,1,3,1,0
60716277,1,3,2,0
60717372,0,3,1,1
60718680,0,4,1,0
60718893,0,4,1,1
60720537,0,3,1,0
60721623,1,2,2,0
60724542,0,3,2,1
60727977,0,4,1,0
60730497,0,2,1,0
60732339,0,3,2,0
60734037,1,4,1,0
60735675,0,2,3,1
60737004,1,3,1,0
60741216,0,3,1,0
60745212,0,2,1,0
60752430,0,2,2,0
60752673,0,3,1,1
60758847,0,2,2,0
60760083,0,2,3,0
60761331,0,4,1,0
60761475,0,3,2,0
60763047,0,2,2,1
60767517,0,2,2,0
60768090,1,2,2,0
60769125,0,3,1,0
60770088,0,2,1,0
60770499,1,3,1,1
60778680,1,2,1,0
60781158,0,3,1,0
60786123,0,3,1,0
60786420,1,3,2,0
60791208,1,2,2,1
60792417,0,3,1,1
60793077,1,3,1,0
60794298,1,3,1,1
60794577,0,3,1,0
60795042,1,2,3,0
60798393,1,2,2,0
60800214,0,2,2,0
60802557,0,2,1,0
60803136,0,3,3,0
60803259,0,2,2,1
60803910,0,2,2,0
60805128,0,3,2,0
60806484,0,3,2,0
60809367,0,4,3,1
60811059,0,2,3,0
60812256,0,3,1,1
60816627,0,2,1,0
60822387,1,2,2,1
60822618,0,2,2,1
60823965,0,4,1,0
60830544,1,3,2,0
60832629,0,3,1,0
60832788,0,3,1,0
60834513,0,3,1,1
60835290,0,3,1,1
60836664,1,2,1,0
60837723,1,2,2,0
60841185,1,4,1,0
60842493,0,3,3,0
60849267,0,3,1,0
60850929,1,3,1,1
60852750,0,4,1,1
60855822,1,3,1,0
60855984,0,3,1,1
60858642,0,2,1,0
60861660,1,4,1,0
60863052,0,2,2,0
60870300,0,3,1,0
60872055,0,3,1,0
60873540,1,3,2,0
60875796,0,3,1,1
60876843,0,4,1,1
60882030,0,3,1,0
60882039,0,3,1,0
60888702,0,2,1,1
60889233,0,3,1,0
60889668,0,2,2,0
60890241,0,2,3,0
60890622,1,3,1,0
60891837,1,3,1,1
60892467,1,4,1,0
60894348,0,3,1,0
60894717,1,4,3,0
60894897,0,2,2,0
60895539,1,4,1,0
60896133,1,3,1,0
60898095,1,2,1,0
60899475,0,2,1,0
60905979,1,3,1,0
60908466,0,2,1,0
60909570,0,2,2,0
60910509,1,4,2,0
60915783,0,3,2,0
60920406,0,3,1,0
60920964,0,2,3,0
60921606,0,2,1,1
60921666,1,3,1,0
60922092,0,2,1,0
60924744,0,2,1,0
60929148,0,3,1,0
60929844,0,4,1,0
60930735,1,2,3,0
60932295,0,2,1,0
60935580,0,2,2,1
60940626,1,2,1,0
60947001,0,3,2,0
60949686,0,3,1,0
60952131,0,3,1,0
60961995,1,3,1,1
60969210,0,2,1,1
60969786,0,2,1,0
60970473,0,3,2,0
60971409,1,3,3,0
60972216,1,3,1,1
60973446,0,2,1,0
60976701,0,4,2,0
60982440,0,2,2,1
60983064,0,2,3,1
60985239,0,3,2,1
60986508,1,1,1,1
60988170,0,4,1,0
60988689,0,2,2,0
60994398,0,4,1,1
60995337,0,2,1,1
60996804,0,3,1,0
60998355,0,3,1,0
60998973,0,3,2,1
60999870,0,2,1,1
61001646,0,3,2,0
61002195,0,4,1,1
61002765,0,2,2,0
61003092,1,2,3,1
61004061,0,3,1,1
61004340,1,3,1,0
61006911,1,4,1,0
61009089,0,2,3,0
61010283,0,2,1,1
61012506,1,3,1,0
61013673,0,3,1,0
61014483,0,3,2,1
61018515,0,2,1,0
61021017,1,2,2,0
61023531,0,2,1,0
61024791,0,2,1,0
61027257,0,2,3,1
61027449,0,4,1,0
61030554,0,3,1,0
61033821,1,4,1,1
61034328,1,4,1,1
61037172,1,3,2,0
61037760,1,2,1,1
61040301,0,3,1,0
61040712,0,2,1,0
61041441,0,2,1,0
61043679,0,3,1,0
61043799,0,2,4,1
61044000,0,3,1,1
61048635,1,2,2,1
61053399,1,2,3,0
61054026,1,3,1,0
61055238,1,3,1,0
61055763,0,3,2,0
61056654,0,3,2,0
61059963,0,3,2,1
61061952,0,1,2,0
61063059,1,4,1,1
61064763,0,3,3,0
61068699,1,4,1,1
61069641,1,2,1,0
61070019,0,3,1,0
61071357,0,2,1,0
61072407,1,2,2,0
61072746,1,3,1,0
61077591,0,2,3,0
61078707,1,4,3,1
61079658,0,2,2,0
61080486,0,3,2,1
61081296,1,3,1,0
61081746,0,4,1,0
61082379,1,4,1,0
61086549,0,3,1,0
61086789,0,2,1,1
61088277,0,2,4,1
61098669,0,2,3,0
61099323,0,4,2,0
61101378,0,2,2,1
61101657,1,3,4,0
61101855,0,2,1,0
61101912,0,2,3,0
61102251,1,3,1,0
61102488,1,2,2,1
61106559,1,3,3,0
61106739,0,2,1,0
61107018,0,3,1,0
61111332,1,3,2,0
61111479,0,2,3,0
61114851,1,3,1,0
61115289,0,3,1,0
61116033,0,2,2,1
61116612,0,3,2,0
61118586,0,4,1,1
61120056,0,4,1,1
61120440,0,3,2,1
61123854,0,2,3,0
61124160,0,3,1,1
61125447,0,3,2,0
61127472,1,3,2,0
61131129,0,2,2,0
61134063,1,2,2,1
61134759,0,2,2,1
61135314,0,3,1,1
61136556,1,3,1,0
61137717,0,3,1,0
61137780,0,3,2,0
61137876,1,4,1,0
61140399,0,4,1,0
61141302,0,2,2,1
61147341,0,4,1,0
61147665,1,3,1,0
61148142,0,3,2,0
61150644,1,2,3,0
61159335,0,3,2,0
61159551,1,2,2,0
61159653,0,2,1,1
61160277,0,2,3,0
61161111,0,2,1,0
61162917,1,3,2,0
61165719,0,3,1,0
61165905,0,3,1,0
61166874,0,3,1,1
61167813,0,3,2,1
61168566,1,3,1,0
61168713,0,4,1,1
61168950,0,4,2,0
61170021,1,2,2,0
61170810,1,3,2,1
61175406,1,4,1,1
61176279,0,3,2,1
61178019,0,4,1,0
61179393,1,4,1,1
61181940,1,3,1,0
61183683,1,3,1,1
61188207,1,4,1,0
61189284,0,3,1,1
61192143,0,3,3,0
61192155,0,3,1,0
61192992,1,4,1,1
61193685,0,3,1,1
61194327,0,3,1,0
61197153,0,2,1,0
61197465,0,2,1,0
61199322,0,3,3,0
61199385,0,3,1,0
61201809,1,4,1,1
61202766,1,4,1,0
61204047,0,2,1,0
61206999,1,2,3,0
61207551,0,3,1,0
61208217,0,3,1,1
61211100,1,3,1,1
61212972,1,2,2,0
61216311,0,3,1,0
61218099,1,4,1,0
61220217,1,3,1,0
61223382,1,3,2,0
61224675,0,2,3,1
61224717,0,2,2,1
61225932,1,4,1,1
61229952,0,2,1,0
61230288,0,2,2,0
61231869,0,3,1,0
61232724,0,2,1,1
61237962,0,4,1,0
61238550,0,3,2,0
61238811,0,3,2,0
61239015,0,2,1,0
61239606,1,2,2,1
61239984,0,2,3,1
61248345,0,2,2,0
61248432,1,3,3,1
61256784,1,2,1,0
61257066,1,3,2,0
61259763,1,2,3,0
61261218,1,2,2,0
61262184,0,3,2,1
61262295,1,2,2,0
61263876,0,2,3,0
61264842,1,2,1,1
61265331,1,3,2,0
61266519,0,3,1,1
61266624,0,1,2,1
61266978,1,3,2,0
61268412,0,3,1,0
61270359,0,3,4,0
61272900,0,3,1,1
61273395,0,2,1,0
61274163,0,3,1,0
61275891,0,3,1,0
61275996,1,4,1,1
61276689,0,2,1,0
61277022,0,4,1,1
61278216,0,3,3,0
61278411,0,3,1,1
61280913,0,3,1,0
61285680,1,4,2,0
61286514,0,2,1,0
61292064,0,2,2,1
61293069,1,3,1,0
61297641,0,2,2,0
61298085,1,3,2,1
61300020,0,3,1,0
61300311,0,4,1,0
61300566,0,3,2,0
61301259,0,3,1,0
61303947,0,2,2,0
61303971,1,3,1,0
61305156,1,3,1,0
61308960,1,4,1,0
61310094,0,2,2,0
61310301,0,4,1,0
61310946,0,4,1,0
61312416,0,2,1,0
61312611,0,3,2,0
61316373,0,2,2,0
61316538,1,2,1,0
61317351,0,2,2,0
61321539,1,4,1,0
61322079,0,2,1,1
61326126,0,2,3,1
61326921,1,3,1,0
61329699,0,2,2,0
61331304,1,3,1,0
61335288,0,2,1,0
61336260,0,2,1,0
61337604,0,3,1,0
61341021,0,2,2,0
61342860,0,3,2,0
61344717,0,3,1,0
61347618,0,4,2,1
61350423,0,2,2,0
61351335,1,4,2,0
61351830,0,3,1,1
61355943,1,4,1,1
61359639,0,3,1,1
61361004,0,3,2,0
61364250,0,2,1,0
61365402,0,4,1,0
61365612,1,2,1,0
61368666,1,4,1,1
61371615,0,3,2,1
61372992,0,3,2,0
61376412,1,2,3,1
61382340,1,1,2,0
61382430,0,2,2,0
61385625,1,2,1,0
61386957,1,2,1,0
61393455,1,4,2,0
61397373,0,4,1,0
61402884,1,2,3,1
61403052,1,4,1,1
61403115,0,2,2,0
61405029,0,2,3,0
61406685,0,3,2,0
61407912,0,3,0,0
61409991,1,3,1,1
61410087,0,4,2,1
61412364,1,3,3,1
61415715,1,2,2,1
61415784,1,3,2,0
61418532,1,4,1,0
61418541,0,2,1,0
61419285,1,2,2,0
61421079,1,3,1,1
61421319,0,2,1,0
61423548,0,3,2,0
61424670,1,2,1,0
61425720,0,2,1,0
61426413,1,2,2,0
61426653,1,1,2,0
61427691,1,3,1,1
61429170,1,3,1,0
61436046,1,4,3,0
61436427,1,3,2,0
61437141,0,2,2,0
61437462,0,3,1,0
61439871,0,2,2,1
61440483,1,3,2,1
61444491,0,3,1,0
61444929,1,3,2,1
61445694,0,3,3,0
61448895,1,2,3,0
61454577,0,2,4,1
61456665,0,3,1,0
61462839,0,3,1,0
61466388,1,3,2,1
61468665,0,2,1,1
61473429,1,3,2,0
61474467,0,3,2,0
61476555,0,2,2,0
61484955,0,2,2,1
61485432,1,2,1,1
61491252,0,3,1,0
61491618,1,3,1,0
61492002,0,4,1,0
61493727,0,3,1,1
61496724,1,2,2,0
61497339,0,2,2,0
61501125,0,2,3,0
61501377,0,2,1,0
61503690,0,3,1,0
61505604,0,3,1,0
61510797,1,3,1,0
61512528,1,4,1,1
61515930,1,4,3,0
61520757,0,2,3,0
61521324,0,3,1,0
61523115,1,2,1,1
61523973,0,2,2,1
61529928,0,3,1,1
61532607,0,2,2,0
61533162,0,2,1,1
61535019,0,3,2,0
61535832,1,4,2,1
61536681,0,2,1,0
61536966,1,3,2,0
61538817,0,3,1,0
61539030,0,3,2,0
61541010,0,3,1,0
61545516,0,2,4,0
61546650,1,2,1,1
61547934,0,2,1,0
61550847,1,1,2,1
61550862,0,2,2,0
61551837,1,3,1,0
61553037,1,2,1,0
61555968,1,2,2,1
61558242,0,2,1,0
61558455,0,3,1,0
61561554,0,2,1,0
61561665,0,3,1,0
61562859,0,2,3,0
61563972,0,3,1,0
61567689,1,2,2,0
61569603,0,3,2,0
61571307,0,3,1,0
61572252,0,2,3,0
61576245,0,2,3,1
61577154,0,2,3,0
61578741,0,3,0,0
61579782,0,2,2,0
61579947,0,3,2,0
61583574,1,4,2,0
61583877,1,3,1,0
61585428,0,4,1,0
61587969,0,4,2,0
61588341,0,4,1,1
61590063,0,2,3,0
61594137,1,3,2,0
61595103,0,2,3,0
61596165,0,2,3,1
61596681,1,3,1,1
61597017,0,2,1,1
61598163,1,4,1,0
61601520,0,3,1,0
61602513,1,4,2,0
61604016,0,3,1,0
61605462,0,3,1,0
61606359,1,3,1,0
61607910,0,3,1,0
61607916,1,4,1,0
61609356,1,3,2,0
61610034,0,3,2,0
61612338,1,3,1,0
61612983,0,4,1,0
61613331,1,3,2,1
61615464,0,3,2,0
61615611,1,4,1,1
61619997,0,4,1,1
61621485,0,3,4,1
61622769,0,3,4,0
61624836,0,2,1,0
61629030,1,2,1,1
61629066,1,2,1,0
61631658,0,4,2,0
61633104,0,2,1,0
61634748,0,2,1,0
61635036,0,2,1,0
61635363,1,2,2,0
61636314,1,3,1,0
61637202,1,4,1,1
61637694,0,2,2,1
61639749,1,4,1,0
61642269,0,2,0,1
61643028,0,2,1,0
61643247,0,2,3,0
61643796,0,4,1,1
61647396,0,2,1,0
61654797,0,3,2,0
61656624,1,4,1,0
61656714,0,3,1,0
61659201,0,3,1,0
61659531,0,2,1,1
61660608,0,3,1,0
61661706,0,3,2,0
61663362,1,4,2,1
61664691,1,3,1,1
61665957,0,2,1,0
61666395,0,2,1,0
61667511,0,3,1,1
61669737,0,2,1,0
61672602,1,4,1,0
61678146,0,3,2,0
61679121,1,4,1,1
61680264,0,3,2,0
61684857,1,4,1,0
61685640,0,3,1,1
61685658,0,2,1,0
61688199,0,3,1,1
61690092,0,3,1,0
61691031,1,3,2,0
61691487,1,4,1,0
61692852,0,2,1,0
61695777,0,2,3,0
61697916,0,2,3,0
61698630,1,2,1,0
61701207,0,3,1,0
61703262,0,3,1,0
61704339,0,2,1,0
61705233,0,3,2,0
61705446,0,4,1,1
61706307,0,2,1,1
61708695,0,4,1,0
61709127,0,4,1,1
61709538,1,3,1,0
61710453,0,3,1,1
61712457,0,3,1,1
61718352,1,2,2,0
61718613,0,2,2,0
61719444,1,2,1,0
61719600,0,3,1,1
61719675,1,4,2,0
61721451,0,2,3,0
61722603,0,2,1,0
61722747,0,3,1,0
61727493,0,4,1,0
61729071,1,2,3,1
61733439,0,3,1,0
61734636,1,3,2,1
61735047,0,2,2,0
61735443,1,3,1,1
61735548,1,3,1,0
61737534,0,3,2,0
61741842,0,2,4,1
61743141,0,2,2,0
61743666,1,1,1,0
61745655,1,3,1,0
61747791,1,3,1,0
61749258,0,2,2,0
61750551,1,2,2,1
61750866,0,3,1,1
61752894,0,3,1,1
61753365,0,2,1,1
61756317,0,2,3,0
61758990,0,3,1,1
61760598,1,3,1,0
61761444,0,3,1,1
61762233,0,4,3,1
61764291,0,2,1,1
61765731,0,2,2,0
61767462,0,2,2,0
61769676,0,3,1,0
61772532,0,2,3,0
61773177,1,3,1,0
61774101,1,3,1,0
61775466,0,2,2,0
61776105,1,3,1,0
61778196,1,4,2,1
61779015,0,2,1,0
61779438,0,3,1,0
61779915,0,2,2,0
61779990,1,3,2,1
61781022,0,2,2,0
61781958,1,4,1,1
61782879,0,2,1,0
61783695,1,1,2,0
61785945,1,3,1,0
61786119,0,2,1,0
61786263,0,3,1,0
61786605,0,2,3,0
61789890,0,2,2,0
61792995,0,2,2,0
61793031,1,2,3,0
61793943,0,3,3,1
61794384,1,3,2,0
61800192,0,4,1,0
61801383,0,3,3,1
61807047,1,2,2,0
61807680,1,3,1,1
61810074,1,2,2,0
61810959,0,2,4,0
61811082,1,2,1,1
61817130,0,2,2,0
61819218,1,2,2,0
61820169,1,2,2,1
61821150,1,4,1,1
61822614,1,3,1,1
61822641,1,3,2,0
61824144,0,3,1,0
61825344,1,3,2,0
61826499,0,3,1,1
61827243,1,2,2,1
61829967,1,3,2,0
61831608,1,2,2,0
61833672,0,4,1,1
61833750,1,3,1,0
61834356,0,1,3,0
61837716,1,3,2,1
61838706,0,1,1,1
61841388,0,2,2,0
61841400,1,3,1,0
61841703,0,2,2,0
61843881,0,3,1,1
61846728,1,2,1,0
61847169,1,4,1,0
61848627,0,3,3,1
61849281,0,4,2,1
61849806,1,3,1,0
61849968,0,3,1,1
61850028,1,4,2,0
61850739,0,2,1,0
61851939,1,3,3,1
61853622,0,2,2,0
61853991,1,3,1,0
61855092,0,4,1,1
61857423,1,2,1,0
61857666,0,2,1,0
61857669,0,3,1,0
61859067,0,3,2,0
61861005,1,2,4,0
61863906,0,3,1,0
61867635,0,2,3,0
61869030,1,4,2,0
61870239,0,1,1,1
61870749,1,2,3,0
61877979,1,3,1,0
61880133,1,3,1,0
61882908,0,2,3,0
61887468,0,2,1,0
61893876,0,2,1,0
61894554,0,3,1,0
61894635,0,2,1,1
61894968,0,4,1,0
61897560,1,4,1,1
61897659,0,3,2,0
61897959,0,2,1,0
61898538,0,4,1,0
61898646,0,2,1,0
61899786,1,3,3,1
61900863,1,3,1,1
61900953,0,3,2,1
61902834,1,3,1,1
61904343,1,2,3,0
61904373,0,2,2,0
61904655,0,2,1,1
61906584,0,2,2,0
61913727,0,4,1,1
61914972,1,3,3,0
61916358,0,3,2,0
61916391,0,2,2,0
61916535,1,2,2,0
61917846,0,2,1,1
61919415,1,2,1,0
61923048,1,3,1,1
61924350,0,3,2,0
61924458,1,2,2,0
61927398,0,2,3,0
61930635,0,4,1,1
61932849,1,3,1,0
61933284,1,4,1,0
61935477,1,3,3,0
61936245,1,3,1,0
61936899,0,2,1,0
61938414,0,3,2,1
61940790,0,3,1,0
61943154,0,4,1,1
61949160,1,3,3,0
61949247,0,3,2,1
61949367,0,2,1,0
61951038,0,3,1,0
61956261,0,2,1,0
61956822,1,2,1,1
61960170,1,2,1,0
61961037,0,2,1,1
61966158,1,3,2,1
61966815,0,2,3,0
61967376,1,4,1,0
61969323,0,3,2,0
61971702,1,2,1,0
61972194,0,4,1,0
61976238,1,2,2,0
61977171,0,3,1,1
61978425,1,4,2,1
61978506,0,3,1,0
61982466,1,3,1,0
61983774,0,4,1,0
61984131,1,2,1,0
61985247,0,3,3,1
61985313,0,4,1,0
61986042,0,2,3,0
61990452,1,3,2,0
61991214,0,2,1,0
61994418,1,3,2,0
61994583,0,1,2,0
61994886,0,3,1,0
61995534,1,3,1,0
61996338,0,4,1,1
62000040,1,3,2,1
62000115,1,3,1,0
62001516,1,1,1,1
62004000,1,3,1,1
62005557,0,2,2,0
62006085,0,2,2,1
62007051,0,3,1,0
62007660,1,3,1,1
62008644,1,4,1,0
62010198,1,2,2,0
62011011,0,2,1,0
62011935,1,3,2,0
62012244,0,2,1,1
62012331,1,2,2,0
62013435,0,2,1,1
62014068,1,3,1,0
62016384,0,3,2,1
62017701,0,4,1,0
62019438,0,2,1,0
62019813,0,3,2,0
62021361,1,2,2,0
62021370,1,3,1,1
62021517,1,2,2,0
62021769,0,3,2,0
62026371,1,4,1,0
62026650,0,2,2,0
62028729,0,3,2,1
62031627,1,2,3,0
62031660,0,2,3,1
62032872,0,3,2,0
62033787,0,2,1,0
62034945,0,2,2,0
62035197,0,4,1,1
62036202,0,3,1,0
62039181,1,2,1,0
62042184,1,4,1,1
62042193,1,4,1,1
62046771,0,2,1,0
62048793,0,4,1,1
62052978,0,2,1,0
62053167,1,3,1,1
62055456,0,4,1,1
62055504,1,3,1,0
62057457,1,2,3,0
62062611,1,3,1,0
62065833,1,2,1,0
62070051,0,2,3,0
62071410,0,3,2,1
62073474,1,3,2,0
62074974,1,2,1,0
62076147,0,2,3,0
62078268,0,2,1,0
62078661,1,3,2,0
62079105,1,3,1,0
62084883,0,2,2,1
62085522,0,2,1,1
62087100,1,2,0,0
62087910,0,2,2,0
62090202,0,3,1,0
62090268,0,2,2,0
62098347,1,3,2,0
62099166,1,3,1,1
62100885,0,3,1,0
62104308,0,3,1,0
62107611,1,4,1,0
62111091,0,3,1,0
62113005,1,3,2,0
62116962,0,3,1,1
62116992,0,2,1,1
62117292,0,3,1,0
62118078,1,3,2,0
62120817,0,4,1,0
62121555,0,3,3,0
62122512,1,3,4,1
62125461,1,3,1,1
62125752,1,3,1,0
62128158,1,4,1,0
62133066,0,2,2,0
62134110,1,2,1,0
62134485,1,2,2,0
62134863,0,2,2,0
62135280,0,3,1,0
62137206,1,2,3,0
62137509,0,2,2,0
62139990,0,3,1,0
62140350,0,4,1,0
62140905,0,3,3,1
62142426,0,3,1,0
62143143,0,2,1,0
62146941,1,2,1,0
62147937,1,3,3,0
62149824,0,4,2,0
62150040,1,2,2,0
62153394,1,4,2,0
62154285,1,2,2,0
62154492,1,3,1,1
62155008,0,2,2,0
62155209,0,2,1,0
62157597,1,4,1,0
62165364,1,4,1,0
62166690,1,2,3,0
62168142,0,3,2,0
62168316,0,2,1,0
62169342,1,2,3,0
62176857,0,2,1,0
62176893,0,3,1,0
62177979,1,2,1,1
62179515,0,4,1,1
62180370,1,4,1,0
62183976,1,2,1,0
62185350,0,2,4,0
62189877,0,2,3,0
62191518,0,3,1,0
62194692,0,4,2,0
62194956,0,2,2,0
62195727,1,3,1,1
62197401,0,3,1,0
62198529,1,3,3,0
62198988,0,3,1,0
62199150,0,3,2,1
62199723,1,4,1,1
62201793,0,2,1,1
62202834,1,2,1,0
62204997,1,3,3,0
62205489,0,3,3,0
62208129,0,3,2,0
62212056,0,2,2,0
62214507,0,2,2,0
62216316,0,3,1,0
62216406,0,3,2,1
62219823,0,3,2,0
62222040,1,3,1,0
62222826,0,1,1,1
62224065,0,2,2,1
62226093,0,2,2,1
62227878,0,3,1,1
62228040,0,2,1,0
62229462,1,2,3,0
62232117,0,2,2,0
62233560,1,3,1,0
62234619,1,3,2,0
62236611,0,4,1,0
62239611,1,2,2,0
62240946,0,3,1,1
62243586,0,2,3,0
62244615,1,4,1,0
62246802,0,3,1,0
62247324,0,3,2,0
62247381,0,2,1,1
62250603,1,3,2,1
62253126,1,2,2,0
62253753,1,3,1,0
62255601,0,3,2,0
62256372,0,3,1,0
62257137,1,4,1,0
62257287,1,2,3,0
62257497,1,4,1,1
62257551,1,3,2,0
62258049,1,4,1,0
62259459,0,3,1,1
62261505,1,4,1,1
62261544,1,2,2,0
62262204,0,3,2,1
62262723,0,2,1,0
62262894,1,3,2,1
62263530,0,4,1,0
62266395,1,3,1,1
62268018,1,4,1,1
62273319,0,4,1,1
62274378,1,2,2,1
62274888,1,3,1,0
62275080,0,2,4,1
62277339,0,4,1,1
62278032,0,3,2,1
62278365,0,2,2,0
62278665,0,2,3,0
62280069,1,4,2,0
62281893,0,2,3,1
62282643,1,3,1,0
62285007,0,2,2,0
62287410,0,1,2,0
62288751,1,3,2,0
62289453,0,2,1,0
62289591,0,3,1,1
62297313,0,3,2,0
62300163,1,4,1,1
62300355,0,2,2,1
62300790,0,3,3,1
62303340,0,2,4,0
62303505,0,2,2,1
62303841,0,4,1,1
62306193,0,4,1,0
62306277,0,3,1,1
62307888,1,4,2,1
62310615,0,4,1,0
62314092,0,2,1,0
62315670,0,3,1,0
62317137,1,3,1,0
62317224,0,3,2,0
62317410,0,3,1,1
62317419,0,3,2,0
62318037,0,2,2,0
62319255,1,2,2,0
62320725,0,3,2,0
62321328,0,3,1,0
62322009,1,3,1,1
62322195,0,2,2,0
62324076,1,3,2,0
62325891,0,2,3,0
62328666,1,2,1,0
62328771,1,4,2,0
62331063,1,4,1,1
62331189,1,4,2,1
62332032,1,3,2,0
62333715,0,2,2,1
62335563,1,3,1,0
62336559,1,3,3,1
62338773,0,2,2,0
62339004,0,3,1,0
62346111,0,2,1,1
62348076,0,2,1,0
62354106,1,4,1,0
62354427,0,2,1,0
62357898,1,3,2,1
62358375,0,4,1,0
62359884,1,3,1,0
62363658,1,3,1,1
62369130,0,4,1,1
62370051,0,4,1,0
62370522,0,2,1,0
